"","sector","categoria","trabaja","se trabaja","mes"
"3595","Industria Manufacturera","cuenta propia",4439.03565454,1080.93341834243,68
"3596","Construccion","cuenta propia",2780.38897867,1014.80848011091,68
"3597","Comercio","cuenta propia",13052.6527723,2142.95511442915,68
"3598","Hoteles y Restoranes","cuenta propia",81.49325098,81.49325098,68
"3599","Transporte y Comunicaciones","cuenta propia",3179.20205477,1106.99442028775,68
"3600","Servicios Sociales y Personales","cuenta propia",3448.67533826,935.008925119892,68
"3601","Inmobiliarias","cuenta propia",3021.81985109,1475.71540305692,68
"3602","Agropecuario-Silvicola","asalariado sin contrato",3931.64663598,1572.62126104615,68
"3603","Industria Manufacturera","asalariado sin contrato",1250.41288039,593.060958445243,68
"3604","Electricidad, Gas y Agua","asalariado sin contrato",374.69781344,374.69781344,68
"3605","Construccion","asalariado sin contrato",2802.7562274,842.913820137106,68
"3606","Comercio","asalariado sin contrato",2044.63720747,775.542072066565,68
"3607","Hoteles y Restoranes","asalariado sin contrato",2065.79143702,817.477318954127,68
"3608","Transporte y Comunicaciones","asalariado sin contrato",3493.64065646,1034.81558890192,68
"3609","Servicios Sociales y Personales","asalariado sin contrato",8210.42020194,1723.69292905083,68
"3610","Administracion Publica","asalariado sin contrato",43.13687918,43.13687918,68
"3611","Inmobiliarias","asalariado sin contrato",284.06469454,236.790643069838,68
"3612","Agropecuario-Silvicola","asalariado con contrato definido",4260.17360377,2425.63618330319,68
"3613","Industria Manufacturera","asalariado con contrato definido",1527.38145362,466.373610797666,68
"3614","Electricidad, Gas y Agua","asalariado con contrato definido",826.24544676,587.189835833964,68
"3615","Construccion","asalariado con contrato definido",4042.51348453,1184.54743878273,68
"3616","Comercio","asalariado con contrato definido",4192.79790768,1016.30433034743,68
"3617","Hoteles y Restoranes","asalariado con contrato definido",288.7269244,179.094862595287,68
"3618","Transporte y Comunicaciones","asalariado con contrato definido",2162.4208475,1001.35958924979,68
"3619","Intermediacion Financiera","asalariado con contrato definido",343.4032884,230.215128438387,68
"3620","Servicios Sociales y Personales","asalariado con contrato definido",12850.23871143,2305.97965368035,68
"3621","Administracion Publica","asalariado con contrato definido",4174.86130189,2056.72805825326,68
"3622","Inmobiliarias","asalariado con contrato definido",1079.80306499,510.51282421738,68
"3623","Agropecuario-Silvicola","asalariado con contrato indefinido",11083.74083046,2504.39532514639,68
"3624","Mineria","asalariado con contrato indefinido",388.18662448,388.18662448,68
"3625","Industria Manufacturera","asalariado con contrato indefinido",10243.51988384,2180.17653531018,68
"3626","Electricidad, Gas y Agua","asalariado con contrato indefinido",1332.58706463,574.101051090906,68
"3627","Construccion","asalariado con contrato indefinido",1509.04972714,578.57587949346,68
"3628","Comercio","asalariado con contrato indefinido",12240.67232653,1916.989201106,68
"3629","Hoteles y Restoranes","asalariado con contrato indefinido",1890.89168682,628.246145226739,68
"3630","Transporte y Comunicaciones","asalariado con contrato indefinido",2540.93396815,954.323668674703,68
"3631","Intermediacion Financiera","asalariado con contrato indefinido",892.30061893,344.057733076176,68
"3632","Servicios Sociales y Personales","asalariado con contrato indefinido",20262.99483732,3410.37870304147,68
"3633","Administracion Publica","asalariado con contrato indefinido",6636.5133449,1855.11353403059,68
"3634","Inmobiliarias","asalariado con contrato indefinido",2053.72061948,759.435874367448,68
"3635","Agropecuario-Silvicola","no remunerado",1313.28616554,480.526347234393,68
"3636","Industria Manufacturera","no remunerado",712.21330285,419.913203393741,68
"3637","Comercio","no remunerado",2933.52775735,1447.4626796966,68
"3638","Inmobiliarias","no remunerado",133.34052752,133.34052752,68
"3639","Agropecuario-Silvicola","empleador",1898.92740976,1074.20677480945,69
"3640","Industria Manufacturera","empleador",1127.8135028,512.423617289219,69
"3641","Construccion","empleador",1167.22319685,538.108619338837,69
"3642","Comercio","empleador",1808.25169371,752.925932640745,69
"3643","Hoteles y Restoranes","empleador",1108.54177289,762.413766094253,69
"3644","Transporte y Comunicaciones","empleador",961.32239771,587.085023678786,69
"3645","Servicios Sociales y Personales","empleador",302.11934355,302.11934355,69
"3646","Inmobiliarias","empleador",1845.45281664,1376.52605961605,69
"3647","Agropecuario-Silvicola","cuenta propia",6076.34498835,1110.81359571791,69
"3648","Industria Manufacturera","cuenta propia",4983.96491782,1623.6684502906,69
"3649","Construccion","cuenta propia",2428.73029429,845.782857900483,69
"3650","Comercio","cuenta propia",13414.55440613,2285.74981058549,69
"3651","Hoteles y Restoranes","cuenta propia",465.12793046,393.29899853856,69
"3652","Transporte y Comunicaciones","cuenta propia",3487.48085226,1251.78545124946,69
"3653","Servicios Sociales y Personales","cuenta propia",4025.79390498,1003.63192508618,69
"3654","Inmobiliarias","cuenta propia",3521.26147206,1531.54237022904,69
"3655","Agropecuario-Silvicola","asalariado sin contrato",4904.9040403,1804.2379874024,69
"3656","Industria Manufacturera","asalariado sin contrato",942.25064601,525.545075189911,69
"3657","Electricidad, Gas y Agua","asalariado sin contrato",376.5965926,376.5965926,69
"3658","Construccion","asalariado sin contrato",3262.94096548,928.260420148275,69
"3659","Comercio","asalariado sin contrato",1955.69485585,707.291509094869,69
"3660","Hoteles y Restoranes","asalariado sin contrato",1511.03840347,780.993807023614,69
"3661","Transporte y Comunicaciones","asalariado sin contrato",2404.24230781,805.291767772896,69
"3662","Servicios Sociales y Personales","asalariado sin contrato",8474.57511718,1760.65617161079,69
"3663","Administracion Publica","asalariado sin contrato",45.04085056,45.04085056,69
"3664","Inmobiliarias","asalariado sin contrato",226.32939317,226.32939317,69
"3665","Agropecuario-Silvicola","asalariado con contrato definido",5015.87032182,2487.68868943464,69
"3666","Mineria","asalariado con contrato definido",64.04752632,64.0475263199999,69
"3667","Industria Manufacturera","asalariado con contrato definido",3421.22846441,911.442497891853,69
"3668","Electricidad, Gas y Agua","asalariado con contrato definido",374.71517774,374.71517774,69
"3669","Construccion","asalariado con contrato definido",5765.2761105,1935.96038050595,69
"3670","Comercio","asalariado con contrato definido",3645.45048168,1051.60779031168,69
"3671","Hoteles y Restoranes","asalariado con contrato definido",214.46685982,166.272977804916,69
"3672","Transporte y Comunicaciones","asalariado con contrato definido",1936.17272161,1031.18097532325,69
"3673","Intermediacion Financiera","asalariado con contrato definido",132.78525461,93.9825144784776,69
"3674","Servicios Sociales y Personales","asalariado con contrato definido",12313.74246739,2386.64246425023,69
"3675","Administracion Publica","asalariado con contrato definido",5725.819817,2218.82408592746,69
"3676","Inmobiliarias","asalariado con contrato definido",2018.25115675,887.077965605556,69
"3677","Agropecuario-Silvicola","asalariado con contrato indefinido",10532.04469492,2355.66167270106,69
"3678","Mineria","asalariado con contrato indefinido",395.82778905,395.82778905,69
"3679","Industria Manufacturera","asalariado con contrato indefinido",10549.94118783,2148.58813883293,69
"3680","Electricidad, Gas y Agua","asalariado con contrato indefinido",2166.62672155,762.952624570161,69
"3681","Construccion","asalariado con contrato indefinido",1287.36489091,575.005975312945,69
"3682","Comercio","asalariado con contrato indefinido",11961.77656735,1859.4044081065,69
"3683","Hoteles y Restoranes","asalariado con contrato indefinido",2231.78069042,785.721385552824,69
"3684","Transporte y Comunicaciones","asalariado con contrato indefinido",3237.95046804,1181.4281752431,69
"3685","Intermediacion Financiera","asalariado con contrato indefinido",913.01018431,353.615149293086,69
"3686","Servicios Sociales y Personales","asalariado con contrato indefinido",21997.99966806,3517.63894045867,69
"3687","Administracion Publica","asalariado con contrato indefinido",6479.92092449,1790.53861207701,69
"3688","Inmobiliarias","asalariado con contrato indefinido",1753.72016955,652.98483487208,69
"3689","Agropecuario-Silvicola","no remunerado",1526.49979927,483.837701358281,69
"3690","Industria Manufacturera","no remunerado",712.37429738,418.999204090301,69
"3691","Comercio","no remunerado",3364.016937,1509.92884935885,69
"3692","Transporte y Comunicaciones","no remunerado",432.35035229,432.35035229,69
"3693","Inmobiliarias","no remunerado",135.96523648,135.96523648,69
"3694","Agropecuario-Silvicola","empleador",2922.16151887,1388.11995760037,70
"3695","Industria Manufacturera","empleador",895.21934873,470.533800152831,70
"3696","Construccion","empleador",1192.4271471,537.743433773711,70
"3697","Comercio","empleador",2173.96848485,840.864316135984,70
"3698","Hoteles y Restoranes","empleador",1117.93363754,762.769936486131,70
"3699","Transporte y Comunicaciones","empleador",1252.92456581,650.036643519848,70
"3700","Servicios Sociales y Personales","empleador",304.32631366,304.32631366,70
"3701","Inmobiliarias","empleador",1905.24364888,1375.94990567191,70
"3702","Agropecuario-Silvicola","cuenta propia",5460.80288105,1116.03684160217,70
"3703","Industria Manufacturera","cuenta propia",4670.32044235,1650.02779539856,70
"3704","Construccion","cuenta propia",3504.52059068,1005.93839589336,70
"3705","Comercio","cuenta propia",11387.79718176,1859.31415079341,70
"3706","Hoteles y Restoranes","cuenta propia",1014.6033215,611.686155325927,70
"3707","Transporte y Comunicaciones","cuenta propia",3215.2830079,1276.23479664699,70
"3708","Servicios Sociales y Personales","cuenta propia",5223.39463686,1728.07251731278,70
"3709","Inmobiliarias","cuenta propia",3253.46777401,1537.43370513009,70
"3710","Agropecuario-Silvicola","asalariado sin contrato",7819.98480748,2072.37182049578,70
"3711","Industria Manufacturera","asalariado sin contrato",831.91815706,451.540696940879,70
"3712","Construccion","asalariado sin contrato",2939.40113769,906.502435437757,70
"3713","Comercio","asalariado sin contrato",2715.35611208,861.724637250602,70
"3714","Hoteles y Restoranes","asalariado sin contrato",1252.51504172,741.884774620897,70
"3715","Transporte y Comunicaciones","asalariado sin contrato",1698.92585806,632.00480617092,70
"3716","Servicios Sociales y Personales","asalariado sin contrato",8284.22379667,1724.95759205932,70
"3717","Inmobiliarias","asalariado sin contrato",91.56353869,91.56353869,70
"3718","Agropecuario-Silvicola","asalariado con contrato definido",5699.88897928,2489.36277692714,70
"3719","Mineria","asalariado con contrato definido",68.93766412,68.93766412,70
"3720","Industria Manufacturera","asalariado con contrato definido",2759.28640008,870.489569944649,70
"3721","Construccion","asalariado con contrato definido",4387.20159612,1767.82437518142,70
"3722","Comercio","asalariado con contrato definido",3504.4962684,1034.75959546353,70
"3723","Hoteles y Restoranes","asalariado con contrato definido",227.32241501,177.749389432807,70
"3724","Transporte y Comunicaciones","asalariado con contrato definido",2635.1016352,1202.17156971508,70
"3725","Intermediacion Financiera","asalariado con contrato definido",180.03455042,105.05049126654,70
"3726","Servicios Sociales y Personales","asalariado con contrato definido",12664.60824293,2422.94160202909,70
"3727","Administracion Publica","asalariado con contrato definido",6034.02656836,2198.89642199518,70
"3728","Inmobiliarias","asalariado con contrato definido",2557.94030697,966.757507162391,70
"3729","Agropecuario-Silvicola","asalariado con contrato indefinido",9488.20740814,2269.97402224941,70
"3730","Industria Manufacturera","asalariado con contrato indefinido",9943.46700675,2204.16328757963,70
"3731","Electricidad, Gas y Agua","asalariado con contrato indefinido",2084.48240043,758.71892149242,70
"3732","Construccion","asalariado con contrato indefinido",1295.37594704,576.907631758713,70
"3733","Comercio","asalariado con contrato indefinido",12822.06308931,1901.64191663976,70
"3734","Hoteles y Restoranes","asalariado con contrato indefinido",1686.74226911,697.638096821273,70
"3735","Transporte y Comunicaciones","asalariado con contrato indefinido",3906.97332413,1266.12199642244,70
"3736","Intermediacion Financiera","asalariado con contrato indefinido",1094.23667739,388.420315019524,70
"3737","Servicios Sociales y Personales","asalariado con contrato indefinido",23234.45945078,3321.68149366841,70
"3738","Administracion Publica","asalariado con contrato indefinido",7544.09602637,1850.78517228017,70
"3739","Inmobiliarias","asalariado con contrato indefinido",1483.77787043,576.093624784709,70
"3740","Agropecuario-Silvicola","no remunerado",1346.59192684,519.178271632787,70
"3741","Industria Manufacturera","no remunerado",720.48028621,422.9462974239,70
"3742","Comercio","no remunerado",2270.96245699,813.750153941227,70
"3743","Transporte y Comunicaciones","no remunerado",431.32352463,431.32352463,70
"3744","Inmobiliarias","no remunerado",191.57035004,153.174662681779,70
"3745","Agropecuario-Silvicola","empleador",2593.55170122,1350.1124155065,71
"3746","Industria Manufacturera","empleador",259.52804742,259.52804742,71
"3747","Construccion","empleador",1605.50046612,675.604009496679,71
"3748","Comercio","empleador",2221.43869332,962.443304768602,71
"3749","Hoteles y Restoranes","empleador",1018.06746797,656.707971933257,71
"3750","Transporte y Comunicaciones","empleador",970.97077798,585.454941868297,71
"3751","Servicios Sociales y Personales","empleador",302.62214219,302.62214219,71
"3752","Inmobiliarias","empleador",1159.98566204,758.846550938505,71
"3753","Agropecuario-Silvicola","cuenta propia",5776.16941918,1162.8372409587,71
"3754","Industria Manufacturera","cuenta propia",4740.21009476,1695.57798293795,71
"3755","Construccion","cuenta propia",4765.14632625,1183.29295018406,71
"3756","Comercio","cuenta propia",11192.89788152,1969.46264494609,71
"3757","Hoteles y Restoranes","cuenta propia",1149.97406095,625.068256491612,71
"3758","Transporte y Comunicaciones","cuenta propia",4742.9907219,1478.33829518488,71
"3759","Intermediacion Financiera","cuenta propia",751.63388008,751.63388008,71
"3760","Servicios Sociales y Personales","cuenta propia",4117.44180728,1653.27601240762,71
"3761","Inmobiliarias","cuenta propia",2188.35520164,959.583132652464,71
"3762","Agropecuario-Silvicola","asalariado sin contrato",11892.61640368,3144.49958219892,71
"3763","Industria Manufacturera","asalariado sin contrato",1647.15089655,949.702097687821,71
"3764","Construccion","asalariado sin contrato",3272.44608258,948.836685204275,71
"3765","Comercio","asalariado sin contrato",4474.7426724,1384.43546768727,71
"3766","Hoteles y Restoranes","asalariado sin contrato",2800.93196425,1158.5465101747,71
"3767","Transporte y Comunicaciones","asalariado sin contrato",1763.22123924,650.80478751043,71
"3768","Servicios Sociales y Personales","asalariado sin contrato",7375.84736827,1323.11563146511,71
"3769","Administracion Publica","asalariado sin contrato",340.63861991,340.63861991,71
"3770","Inmobiliarias","asalariado sin contrato",91.45844581,91.4584458100002,71
"3771","Agropecuario-Silvicola","asalariado con contrato definido",6945.21896312,2422.43646065239,71
"3772","Mineria","asalariado con contrato definido",255.82255557,198.855004410362,71
"3773","Industria Manufacturera","asalariado con contrato definido",3534.03514141,1068.59703204319,71
"3774","Construccion","asalariado con contrato definido",4203.79295103,1768.79168359589,71
"3775","Comercio","asalariado con contrato definido",4363.64278773,1293.42203547998,71
"3776","Hoteles y Restoranes","asalariado con contrato definido",227.89941712,178.791429271679,71
"3777","Transporte y Comunicaciones","asalariado con contrato definido",1482.37737435,816.149408171928,71
"3778","Intermediacion Financiera","asalariado con contrato definido",108.36189567,77.0570691525368,71
"3779","Servicios Sociales y Personales","asalariado con contrato definido",11659.15666559,2139.59174968413,71
"3780","Administracion Publica","asalariado con contrato definido",6335.99076491,2352.0822874806,71
"3781","Inmobiliarias","asalariado con contrato definido",3844.38845406,1314.31467646359,71
"3782","Agropecuario-Silvicola","asalariado con contrato indefinido",10292.36884911,2528.72961488003,71
"3783","Industria Manufacturera","asalariado con contrato indefinido",8848.23517477,2189.65990415249,71
"3784","Electricidad, Gas y Agua","asalariado con contrato indefinido",2288.93852038,798.691748269802,71
"3785","Construccion","asalariado con contrato indefinido",952.19631255,482.951140917955,71
"3786","Comercio","asalariado con contrato indefinido",12176.16603098,2157.54629648511,71
"3787","Hoteles y Restoranes","asalariado con contrato indefinido",2008.07121389,719.597656526246,71
"3788","Transporte y Comunicaciones","asalariado con contrato indefinido",4243.51715798,1317.1969975855,71
"3789","Intermediacion Financiera","asalariado con contrato indefinido",1081.80870176,383.03030264162,71
"3790","Servicios Sociales y Personales","asalariado con contrato indefinido",24063.07707643,3301.57362638822,71
"3791","Administracion Publica","asalariado con contrato indefinido",7420.8167254,2075.74133797664,71
"3792","Inmobiliarias","asalariado con contrato indefinido",1487.75516267,575.847421577407,71
"3793","Agropecuario-Silvicola","no remunerado",1547.62237217,501.848972125805,71
"3794","Industria Manufacturera","no remunerado",224.51454977,224.51454977,71
"3795","Comercio","no remunerado",1939.87853561,655.979139847191,71
"3796","Transporte y Comunicaciones","no remunerado",423.47519218,423.47519218,71
"3797","Inmobiliarias","no remunerado",44.52875657,44.5287565699999,71
"3798","Agropecuario-Silvicola","empleador",2018.72394496,1018.9436345301,72
"3799","Industria Manufacturera","empleador",262.76540619,262.76540619,72
"3800","Construccion","empleador",1543.94384256,676.825884264577,72
"3801","Comercio","empleador",2248.93867897,954.594632847438,72
"3802","Hoteles y Restoranes","empleador",1000.55626824,640.607230381416,72
"3803","Transporte y Comunicaciones","empleador",268.15475369,268.15475369,72
"3804","Servicios Sociales y Personales","empleador",304.40892541,304.40892541,72
"3805","Inmobiliarias","empleador",749.66387851,633.760365145383,72
"3806","Agropecuario-Silvicola","cuenta propia",5981.24707912,1385.0410856571,72
"3807","Industria Manufacturera","cuenta propia",4214.56577374,1334.62712396191,72
"3808","Construccion","cuenta propia",4099.5219088,1102.47955514256,72
"3809","Comercio","cuenta propia",11145.48191873,1849.93028881261,72
"3810","Hoteles y Restoranes","cuenta propia",915.13011066,535.414137688916,72
"3811","Transporte y Comunicaciones","cuenta propia",4857.60571898,1550.20775467687,72
"3812","Intermediacion Financiera","cuenta propia",749.5870499,749.5870499,72
"3813","Servicios Sociales y Personales","cuenta propia",3494.11703313,1540.65905005942,72
"3814","Inmobiliarias","cuenta propia",1695.49559271,878.793055730518,72
"3815","Agropecuario-Silvicola","asalariado sin contrato",12340.04682168,3032.7783529992,72
"3816","Industria Manufacturera","asalariado sin contrato",2363.20220193,1072.87742943633,72
"3817","Electricidad, Gas y Agua","asalariado sin contrato",71.47814857,71.47814857,72
"3818","Construccion","asalariado sin contrato",4956.21139771,1602.22789196786,72
"3819","Comercio","asalariado sin contrato",3858.72571268,1310.89143127658,72
"3820","Hoteles y Restoranes","asalariado sin contrato",2823.59759371,1166.47996470632,72
"3821","Transporte y Comunicaciones","asalariado sin contrato",2541.76261349,733.688758398957,72
"3822","Servicios Sociales y Personales","asalariado sin contrato",6749.71184344,1237.39451854072,72
"3823","Administracion Publica","asalariado sin contrato",342.64986524,342.64986524,72
"3824","Inmobiliarias","asalariado sin contrato",423.14608334,344.407104035506,72
"3825","Agropecuario-Silvicola","asalariado con contrato definido",7996.01401563,2430.22165065008,72
"3826","Mineria","asalariado con contrato definido",258.80887869,198.737987939567,72
"3827","Industria Manufacturera","asalariado con contrato definido",1986.31432379,840.986308913221,72
"3828","Construccion","asalariado con contrato definido",3846.27562275,1276.04301447097,72
"3829","Comercio","asalariado con contrato definido",4721.31335933,1522.04933316235,72
"3830","Hoteles y Restoranes","asalariado con contrato definido",58.71419347,58.71419347,72
"3831","Transporte y Comunicaciones","asalariado con contrato definido",989.30804907,652.269464691801,72
"3832","Intermediacion Financiera","asalariado con contrato definido",42.35730431,42.35730431,72
"3833","Servicios Sociales y Personales","asalariado con contrato definido",11282.28292778,1952.80550030167,72
"3834","Administracion Publica","asalariado con contrato definido",5611.45284788,2195.97114755336,72
"3835","Inmobiliarias","asalariado con contrato definido",3214.643089,1187.50252225731,72
"3836","Agropecuario-Silvicola","asalariado con contrato indefinido",10343.39466475,2592.98176220083,72
"3837","Industria Manufacturera","asalariado con contrato indefinido",8136.14464094,2039.04454709582,72
"3838","Electricidad, Gas y Agua","asalariado con contrato indefinido",2241.97834576,779.706214070634,72
"3839","Construccion","asalariado con contrato indefinido",1467.39942745,603.566882527423,72
"3840","Comercio","asalariado con contrato indefinido",11736.75078349,2012.65866634783,72
"3841","Hoteles y Restoranes","asalariado con contrato indefinido",2104.41011533,707.371033468725,72
"3842","Transporte y Comunicaciones","asalariado con contrato indefinido",4712.04789686,1321.01569783266,72
"3843","Intermediacion Financiera","asalariado con contrato indefinido",1440.79093985,557.75724463364,72
"3844","Servicios Sociales y Personales","asalariado con contrato indefinido",23851.86643389,3231.6445971111,72
"3845","Administracion Publica","asalariado con contrato indefinido",7716.25686532,2157.28531816975,72
"3846","Inmobiliarias","asalariado con contrato indefinido",2106.11621225,667.602154679294,72
"3847","Agropecuario-Silvicola","no remunerado",940.88222468,408.611171435176,72
"3848","Industria Manufacturera","no remunerado",216.24242607,216.24242607,72
"3849","Comercio","no remunerado",1585.30436447,591.352002136882,72
"3850","Inmobiliarias","no remunerado",43.86974156,43.86974156,72
"3851","Agropecuario-Silvicola","empleador",1814.66535126,702.757901322516,73
"3852","Industria Manufacturera","empleador",745.34142664,421.120574487634,73
"3853","Construccion","empleador",1975.8883124,769.050361429532,73
"3854","Comercio","empleador",2386.96062961,997.344642990509,73
"3855","Hoteles y Restoranes","empleador",1047.05798764,637.036820969893,73
"3856","Transporte y Comunicaciones","empleador",273.92835303,273.92835303,73
"3857","Inmobiliarias","empleador",703.42352469,631.930143447528,73
"3858","Agropecuario-Silvicola","cuenta propia",8008.34230261,1569.40369176148,73
"3859","Industria Manufacturera","cuenta propia",4122.2095894,1412.71980289135,73
"3860","Construccion","cuenta propia",3192.51603018,979.377595921384,73
"3861","Comercio","cuenta propia",11987.22186179,2061.1449758897,73
"3862","Hoteles y Restoranes","cuenta propia",1976.19367781,840.740670074252,73
"3863","Transporte y Comunicaciones","cuenta propia",5115.93111613,1578.30416493155,73
"3864","Intermediacion Financiera","cuenta propia",1057.30475886,815.017262698316,73
"3865","Servicios Sociales y Personales","cuenta propia",2181.65433275,737.751156692577,73
"3866","Inmobiliarias","cuenta propia",1885.17212035,900.388573840115,73
"3867","Agropecuario-Silvicola","asalariado sin contrato",11462.81930081,2923.91592409136,73
"3868","Industria Manufacturera","asalariado sin contrato",2245.90845561,1075.47166544534,73
"3869","Electricidad, Gas y Agua","asalariado sin contrato",69.53287036,69.5328703600001,73
"3870","Construccion","asalariado sin contrato",5131.65676998,1623.7736953148,73
"3871","Comercio","asalariado sin contrato",2811.40117799,1234.6417311124,73
"3872","Hoteles y Restoranes","asalariado sin contrato",2630.79318355,1010.33221938375,73
"3873","Transporte y Comunicaciones","asalariado sin contrato",2659.12568727,771.642283701563,73
"3874","Servicios Sociales y Personales","asalariado sin contrato",8719.68121262,1488.87255945888,73
"3875","Administracion Publica","asalariado sin contrato",435.10803065,355.461219743843,73
"3876","Inmobiliarias","asalariado sin contrato",342.41044129,342.41044129,73
"3877","Agropecuario-Silvicola","asalariado con contrato definido",7511.04389331,2477.13509985204,73
"3878","Mineria","asalariado con contrato definido",255.09245684,194.438806928962,73
"3879","Industria Manufacturera","asalariado con contrato definido",2211.52478998,860.555212092095,73
"3880","Construccion","asalariado con contrato definido",3851.43888127,1293.22978824809,73
"3881","Comercio","asalariado con contrato definido",4245.57593675,1492.2441232566,73
"3882","Hoteles y Restoranes","asalariado con contrato definido",881.96562825,662.287385007059,73
"3883","Servicios Sociales y Personales","asalariado con contrato definido",10942.57789748,1971.33258694647,73
"3884","Administracion Publica","asalariado con contrato definido",5892.40135892,2245.45782556244,73
"3885","Inmobiliarias","asalariado con contrato definido",2901.22678144,1161.51143631877,73
"3886","Agropecuario-Silvicola","asalariado con contrato indefinido",10874.70947288,2580.02870306633,73
"3887","Mineria","asalariado con contrato indefinido",157.66083669,157.66083669,73
"3888","Industria Manufacturera","asalariado con contrato indefinido",8179.63364575,2061.41713806295,73
"3889","Electricidad, Gas y Agua","asalariado con contrato indefinido",2259.41413395,785.566956404032,73
"3890","Construccion","asalariado con contrato indefinido",1213.33833545,564.543392684935,73
"3891","Comercio","asalariado con contrato indefinido",11383.41549371,2007.48914767724,73
"3892","Hoteles y Restoranes","asalariado con contrato indefinido",2134.80873461,746.758454820351,73
"3893","Transporte y Comunicaciones","asalariado con contrato indefinido",4069.03310031,1195.68357427258,73
"3894","Intermediacion Financiera","asalariado con contrato indefinido",1741.89731083,617.330891717535,73
"3895","Servicios Sociales y Personales","asalariado con contrato indefinido",23665.48713424,3125.88897827007,73
"3896","Administracion Publica","asalariado con contrato indefinido",8677.44649539,2257.7242115832,73
"3897","Inmobiliarias","asalariado con contrato indefinido",1598.41518085,581.906034591268,73
"3898","Agropecuario-Silvicola","no remunerado",862.55395336,488.74020727184,73
"3899","Industria Manufacturera","no remunerado",213.18785261,213.18785261,73
"3900","Comercio","no remunerado",1707.27170436,598.000669326001,73
"3901","Agropecuario-Silvicola","empleador",1858.09260547,712.438746687769,74
"3902","Industria Manufacturera","empleador",742.02568415,419.438808261003,74
"3903","Construccion","empleador",1471.21553458,642.128562955727,74
"3904","Comercio","empleador",1700.02314944,653.208405629971,74
"3905","Hoteles y Restoranes","empleador",1736.80167702,942.477246205565,74
"3906","Transporte y Comunicaciones","empleador",574.48525363,406.463596934844,74
"3907","Servicios Sociales y Personales","empleador",97.06602999,97.06602999,74
"3908","Inmobiliarias","empleador",1363.8632652,1296.38300237581,74
"3909","Agropecuario-Silvicola","cuenta propia",8906.01343807,1737.94470154735,74
"3910","Industria Manufacturera","cuenta propia",4099.76257458,1346.22965780844,74
"3911","Construccion","cuenta propia",2957.70770624,926.739440600047,74
"3912","Comercio","cuenta propia",12050.58160584,2065.31551148487,74
"3913","Hoteles y Restoranes","cuenta propia",1896.09365377,835.235811423687,74
"3914","Transporte y Comunicaciones","cuenta propia",3267.68963661,1304.09703091006,74
"3915","Intermediacion Financiera","cuenta propia",1001.6255339,763.004765792606,74
"3916","Servicios Sociales y Personales","cuenta propia",2062.23585746,688.521391903586,74
"3917","Inmobiliarias","cuenta propia",1985.70902488,870.520566040172,74
"3918","Agropecuario-Silvicola","asalariado sin contrato",9428.34825919,2687.70261679715,74
"3919","Mineria","asalariado sin contrato",345.77620701,345.77620701,74
"3920","Industria Manufacturera","asalariado sin contrato",1439.64040323,684.92023966877,74
"3921","Electricidad, Gas y Agua","asalariado sin contrato",72.55396236,72.55396236,74
"3922","Construccion","asalariado sin contrato",4270.62974411,1577.47446595674,74
"3923","Comercio","asalariado sin contrato",1383.97856788,559.322084124079,74
"3924","Hoteles y Restoranes","asalariado sin contrato",2976.13283574,1097.82107004847,74
"3925","Transporte y Comunicaciones","asalariado sin contrato",2962.38421495,786.659425605113,74
"3926","Servicios Sociales y Personales","asalariado sin contrato",8966.22620417,1585.02073313163,74
"3927","Administracion Publica","asalariado sin contrato",90.22561539,90.22561539,74
"3928","Inmobiliarias","asalariado sin contrato",538.52068183,392.000172949408,74
"3929","Agropecuario-Silvicola","asalariado con contrato definido",6176.42248472,1668.30709847821,74
"3930","Mineria","asalariado con contrato definido",77.16222234,77.16222234,74
"3931","Industria Manufacturera","asalariado con contrato definido",1372.20302586,553.120798060732,74
"3932","Construccion","asalariado con contrato definido",3758.73664742,1288.58213827533,74
"3933","Comercio","asalariado con contrato definido",3641.14600457,1359.01978564373,74
"3934","Hoteles y Restoranes","asalariado con contrato definido",893.02972061,662.740782116696,74
"3935","Intermediacion Financiera","asalariado con contrato definido",324.91435513,264.376828713322,74
"3936","Servicios Sociales y Personales","asalariado con contrato definido",9477.76579632,1932.38655676361,74
"3937","Administracion Publica","asalariado con contrato definido",5449.26085633,1728.87019896864,74
"3938","Inmobiliarias","asalariado con contrato definido",3278.07662288,964.2334631831,74
"3939","Agropecuario-Silvicola","asalariado con contrato indefinido",11644.49135504,2577.57652221952,74
"3940","Mineria","asalariado con contrato indefinido",153.68788081,153.68788081,74
"3941","Industria Manufacturera","asalariado con contrato indefinido",10275.51625696,2156.48156255647,74
"3942","Electricidad, Gas y Agua","asalariado con contrato indefinido",1469.75329278,676.151474919765,74
"3943","Construccion","asalariado con contrato indefinido",1450.01506078,591.11509464087,74
"3944","Comercio","asalariado con contrato indefinido",12443.52102192,1775.75513818474,74
"3945","Hoteles y Restoranes","asalariado con contrato indefinido",2479.83450981,775.422030688248,74
"3946","Transporte y Comunicaciones","asalariado con contrato indefinido",4330.46366459,1205.86012820386,74
"3947","Intermediacion Financiera","asalariado con contrato indefinido",1474.68769618,592.689258863961,74
"3948","Servicios Sociales y Personales","asalariado con contrato indefinido",26209.34484549,3395.68577618923,74
"3949","Administracion Publica","asalariado con contrato indefinido",9589.05883785,2303.27744337295,74
